compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,esri_score,hk_number_of_discharges,hk_excess_readmission_ratio,hk_predicted_readmission_rate,hk_expected_readmission_rate,hk_number_of_readmissions,cabg_number_of_discharges,cabg_excess_readmission_ratio,cabg_predicted_readmission_rate,cabg_expected_readmission_rate,cabg_number_of_readmissions,ami_number_of_discharges,ami_excess_readmission_ratio,ami_predicted_readmission_rate,ami_expected_readmission_rate,ami_number_of_readmissions,hf_number_of_discharges,hf_excess_readmission_ratio,hf_predicted_readmission_rate,hf_expected_readmission_rate,hf_number_of_readmissions,copd_number_of_discharges,copd_excess_readmission_ratio,copd_predicted_readmission_rate,copd_expected_readmission_rate,copd_number_of_readmissions,pn_number_of_discharges,pn_excess_readmission_ratio,pn_predicted_readmission_rate,pn_expected_readmission_rate,pn_number_of_readmissions,in_hrrp,hospital_county,hospital_lon,hospital_lat,hk_excess_readmission_ratio_median,cabg_excess_readmission_ratio_median,ami_excess_readmission_ratio_median,hf_excess_readmission_ratio_median,copd_excess_readmission_ratio_median,pn_excess_readmission_ratio_median
CHSP00005633,490002,Russell County Medical Center,58 Carroll Street,Lebanon,VA,24266,1,HSI00001284,Ballad Health,Johnson City,TN,100.0,,,,,,,,,,,,,,,,75.0,1.0386,24.6115,23.6968,21.0,129.0,0.9943,21.3265,21.448,27.0,101.0,1.0345,18.3972,17.7838,21.0,1,Russell,-82.078579,36.898933,1.0684,0.9895,1.03275,1.06,1.0013,1.0286
CHSP00002889,490043,Inova Loudoun Hospital Center,44045 Riverside Parkway,Leesburg,VA,20176,1,HSI00000513,Inova Health System,Falls Church,VA,100.0,321.0,1.2684,4.5504,3.5874,19.0,,,,,,213.0,0.917,14.0571,15.33,25.0,717.0,0.8361,18.4768,22.0978,121.0,328.0,0.9508,18.726,19.6959,57.0,946.0,0.9568,15.5445,16.2462,144.0,1,Loudoun,-77.478043,39.073914,0.8928,0.9746,0.917,0.8976,0.9862,0.9353
CHSP00000942,491304,Carilion Stonewall Jackson Hospital,1 Health Circle,Lexington,VA,24450,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lexington,-79.440906,37.778113,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00004914,491307,Page Memorial Hospital,200 Memorial Drive,Luray,VA,22835,1,HSI00001217,Valley Health System,Winchester,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Page,-78.469015,38.664309,0.9968,0.8247,0.8729,0.96695,1.05675,0.99485
CHSP00005542,490143,Riverside Doctors Hospital Williamsb,1500 Commonwealth Avenue,Williamsburg,VA,23185,1,HSI00000883,Riverside Health System,Newport News,VA,100.0,,,,,,,,,,,,,,,,158.0,1.0714,21.8652,20.4086,39.0,,,,,,151.0,0.9888,14.4122,14.5754,21.0,1,Williamsburg,-76.667286,37.252049,,1.0388,1.00825,0.9897,0.99655,0.9888
CHSP00004706,490144,Novant Hlth Haymarket Medical Center,15225 Heathcote Boulevard,Haymarket,VA,20155,1,HSI00000773,Novant Health,Winston Salem,NC,98.99,,,,,,,,,,,,,,,,109.0,0.9082,18.4462,20.3097,14.0,97.0,1.0475,18.6004,17.7577,22.0,181.0,0.9431,14.9235,15.8235,23.0,1,Prince William,-77.64259,38.820816,0.9824,0.96565,0.985,0.993,0.99335,0.9766
CHSP00004707,490045,Novant Health Prince William Medical,8700 Sudley Road,Manassas,VA,20110,1,HSI00000773,Novant Health,Winston Salem,NC,100.0,250.0,1.068,3.9192,3.6698,11.0,,,,,,164.0,0.8733,11.2132,12.8401,11.0,321.0,0.9776,19.4534,19.8997,61.0,145.0,0.926,16.2111,17.5069,17.0,382.0,0.91,13.705,15.061,46.0,1,Prince William,-77.488317,38.767392,0.9824,0.96565,0.985,0.993,0.99335,0.9766
CHSP00006181,490038,Smyth County Community Hospital,245 Medical Park Drive,Marion,VA,24354,1,HSI00001284,Ballad Health,Johnson City,TN,100.0,,,,,,,,,,,,,,,,101.0,1.0569,23.1019,21.8591,27.0,147.0,1.0013,20.3304,20.304,30.0,176.0,1.0291,17.6088,17.111,33.0,1,Smyth,-81.488997,36.851416,1.0684,0.9895,1.03275,1.06,1.0013,1.0286
CHSP00006320,490105,Southwestern Virginia Mental Health Institute,340 Bagley Circle,Marion,VA,24354,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Smyth,-81.511112,36.833664,,,,,,
CHSP00003921,490079,Memorial Hospital Of Martinsville,320 Hospital Drive,Martinsville,VA,24112,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Martinsville,-79.865446,36.698529,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00002888,490063,Inova Fairfax Hospital,3300 Gallows Road,Falls Church,VA,22042,1,HSI00000513,Inova Health System,Falls Church,VA,100.0,478.0,0.8928,3.365,3.7691,14.0,336.0,0.9746,11.4862,11.7859,38.0,791.0,0.919,13.8787,15.1022,105.0,1451.0,0.8976,19.2231,21.4152,272.0,421.0,0.9862,19.0525,19.3187,79.0,1453.0,0.8871,14.6063,16.4654,204.0,1,Fairfax,-77.226122,38.858451,0.8928,0.9746,0.917,0.8976,0.9862,0.9353
CHSP00005549,490037,Shore Memorial Hospital,204800 Market Street,Onancoke,VA,23417,1,HSI00000883,Riverside Health System,Newport News,VA,85.15,,,,,,,,,,,,,,,,239.0,0.9897,21.2032,21.4248,50.0,170.0,0.9073,16.6153,18.3133,20.0,232.0,0.9535,15.2033,15.9445,32.0,1,Accomack,-75.734898,37.709221,,1.0388,1.00825,0.9897,0.99655,0.9888
CHSP00003744,490041,Mary Immaculate Hospital,2 Bernardine Drive,Newport News,VA,23602,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,1877.0,0.8019,3.1991,3.9896,56.0,,,,,,84.0,1.1061,16.8891,15.2684,20.0,263.0,1.1215,22.9967,20.5056,68.0,172.0,1.0798,20.5162,19.0002,42.0,235.0,0.919,14.3808,15.6483,28.0,1,Newport News,-76.512019,37.144843,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00001563,493300,Cumberland Hospital Llc,9407 Cumberland Road,New Kent,VA,23124,1,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,New Kent,-76.978755,37.545683,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00005546,490052,Riverside Regional Medical Center,500 J Clyde Morris Boulevard,Newport News,VA,23601,1,HSI00000883,Riverside Health System,Newport News,VA,100.0,,,,,,125.0,1.0388,12.1014,11.6489,16.0,461.0,0.9316,14.3245,15.3757,62.0,910.0,1.0291,22.2103,21.5815,204.0,451.0,0.977,19.0742,19.5229,84.0,697.0,1.006,16.4403,16.343,115.0,1,Newport News,-76.484493,37.065219,,1.0388,1.00825,0.9897,0.99655,0.9888
CHSP00005553,490130,Riverside Walter Reed,7519 Hospital Drive,Gloucester,VA,23061,1,HSI00000883,Riverside Health System,Newport News,VA,100.0,,,,,,,,,,,51.0,1.0849,19.8322,18.2807,15.0,306.0,0.9459,19.4612,20.575,56.0,171.0,1.0449,19.4074,18.5737,37.0,359.0,1.0518,16.8523,16.0218,64.0,1,Gloucester,-76.542026,37.420383,,1.0388,1.00825,0.9897,0.99655,0.9888
CHSP00005547,493027,Riverside Rehabilitation Institute,245 Chesapeake Avenue,Newport News,VA,23607,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hampton,-76.392469,36.985772,,,,,,
CHSP00000660,490011,Bon Secours Depaul Medical Center,150 Kingsley Lane,Norfolk,VA,23505,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,,,,,,,,,,,75.0,1.0873,16.336,15.0242,17.0,250.0,1.0413,21.3503,20.5042,56.0,218.0,1.0189,18.9862,18.6341,43.0,215.0,1.023,15.5549,15.2055,35.0,1,Norfolk,-76.281791,36.898512,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00001152,493301,Childrens Hospital Of The Kings Da,601 Children's Lane,Norfolk,VA,23507,1,HSI00000215,Childrens Hospital of the Kings Daughters,Norfolk,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Norfolk,-76.301466,36.861667,,,,,,
CHSP00006047,490046,Sentara Leigh Hospital,830 Kempsville Road,Norfolk,VA,23502,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,2808.0,0.9455,3.776,3.9937,105.0,,,,,,225.0,0.9689,16.3741,16.8991,35.0,1154.0,0.9608,21.5448,22.4248,246.0,533.0,1.0125,20.2453,19.9955,109.0,863.0,1.0111,17.6384,17.4444,153.0,1,Virginia Beach,-76.191423,36.849721,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00006048,490007,Sentara Norfolk General Hospital,600 Gresham Drive,Norfolk,VA,23507,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,,,,,,511.0,0.933,12.0564,12.9216,60.0,726.0,0.9438,15.7486,16.6872,111.0,1105.0,0.9913,23.1296,23.3328,255.0,197.0,0.96,19.5678,20.3823,35.0,367.0,1.0293,18.5135,17.9869,70.0,1,Norfolk,-76.304714,36.862267,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00003371,492001,Lake Taylor Transitional Care Hospit,1309 Kempsville Road,Norfolk,VA,23502,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Norfolk,-76.204505,36.867476,,,,,,
CHSP00003137,000000,Kempsville Center For Behavioral Health,860 Kempsville Road,Norfolk,VA,23502,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Virginia Beach,-76.191045,36.852618,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00004683,490001,Norton Community Hospital  Inc.,100 15th Street Nw,Norton,VA,24273,1,HSI00001284,Ballad Health,Johnson City,TN,100.0,,,,,,,,,,,,,,,,145.0,1.1457,29.2411,25.523,52.0,109.0,0.998,21.2674,21.3104,23.0,194.0,1.0173,19.9785,19.6382,40.0,1,Norton,-82.642001,36.932109,1.0684,0.9895,1.03275,1.06,1.0013,1.0286
CHSP00004360,490027,Mountain View Regional Medical Center,310 Third Street Ne,Norton,VA,24273,1,HSI00001284,Ballad Health,Johnson City,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Norton,-82.625289,36.944166,1.0684,0.9895,1.03275,1.06,1.0013,1.0286
CHSP00000937,491302,Carilion Giles Community Hospital,159 Hartley Way,Pearisburg,VA,24134,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Giles,-80.712278,37.332929,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00001081,000000,Central State Hospital,26317 West Washington Street,Petersburg,VA,23803,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dinwiddie,-77.450139,37.216038,,,,,,
CHSP00005179,494022,Poplar Springs Hospital,350 Poplar Drive,Petersburg,VA,23805,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Petersburg,-77.359754,37.188427,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00006300,490067,Southside Regional Medical Center,200 Medical Park Boulevard,Petersburg,VA,23805,1,HSI00000249,Community Health Systems,Franklin,TN,100.0,183.0,1.2766,5.6848,4.4531,15.0,,,,,,364.0,1.0326,18.1586,17.586,68.0,864.0,1.0036,23.4673,23.3825,203.0,485.0,1.0059,20.5098,20.3885,100.0,647.0,1.1148,20.2571,18.1703,139.0,1,Prince George,-77.35878,37.182771,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00000654,490017,Maryview Hospital,3636 High Street,Portsmouth,VA,23707,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,311.0,0.9379,3.9164,4.1755,11.0,,,,,,232.0,0.9513,17.2224,18.1034,37.0,531.0,0.9475,20.621,21.7645,106.0,226.0,1.0465,21.2263,20.283,52.0,389.0,1.0249,17.2939,16.8733,69.0,1,Portsmouth,-76.347958,36.83602,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00004441,49008F,Naval Medical Center,620 John Paul Jones Circle,Portsmouth,VA,23708,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Norfolk,-76.303619,36.843421,,,,,,
CHSP00003487,490116,Lewisgale Hospital-Pulaski,2400 Lee Highway,Pulaski,VA,24301,1,HSI00000492,HCA Healthcare,Nashville,TN,99.55,,,,,,,,,,,,,,,,114.0,1.0422,22.18,21.2823,28.0,131.0,1.0297,20.1583,19.5777,29.0,144.0,1.0537,17.5943,16.6981,29.0,1,Pulaski,-80.757892,37.069332,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00000938,490042,Carilion New River Valley Med Center,2900 Lamb Circle,Christiansburg,VA,24073,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,,,,,,,,,,,93.0,1.0047,16.9053,16.8259,16.0,558.0,0.9517,21.37,22.4539,116.0,243.0,1.0114,20.1625,19.9353,50.0,361.0,0.9722,16.6143,17.0898,58.0,1,Montgomery,-80.503757,37.088671,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00001277,490060,Clinch Valley Medical Center,6801 Governor G C Peery Highway,Richlands,VA,24641,1,HSI00000584,Lifepoint Health,Brentwood,TN,99.0,,,,,,,,,,,,,,,,176.0,1.0228,23.0143,22.501,42.0,311.0,0.9677,20.2235,20.8976,60.0,215.0,1.0181,18.4734,18.1453,41.0,1,Tazewell,-81.819951,37.093995,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00001151,493302,Childrens Hospital,2924 Brook Road,Richmond,VA,23220,0,HSI00001213,VCU Health System,Richmond,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Richmond,-77.449176,37.571128,,0.9365,0.8459,1.009,0.97905,1.01885
CHSP00007379,490032,Vcu Health System Mcv Hospital,1250 East Marshall Street,Richmond,VA,23298,1,HSI00001213,VCU Health System,Richmond,VA,100.0,,,,,,123.0,0.9365,12.639,13.4959,14.0,318.0,0.8459,15.3634,18.1625,39.0,810.0,1.0296,25.432,24.6998,208.0,180.0,0.9748,21.268,21.817,36.0,418.0,1.0354,20.2071,19.5157,87.0,1,Richmond,-77.429585,37.539609,,0.9365,0.8459,1.009,0.97905,1.01885
CHSP00000661,490094,Richmond Community Hospital,1500 North 28th Street,Richmond,VA,23223,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Richmond,-77.4064,37.540086,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00000655,490069,Memorial Regional Medical Center,8260 Atlee Road,Mechanicsville,VA,23116,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,630.0,1.0091,4.1006,4.0638,26.0,94.0,1.0025,11.6421,11.6133,11.0,468.0,0.9896,15.7273,15.8924,73.0,919.0,0.8102,17.7829,21.9494,150.0,520.0,1.0525,20.6716,19.6398,112.0,738.0,1.0028,15.8277,15.7838,117.0,1,Hanover,-77.388153,37.629052,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00000659,490059,St. Marys Hospital,5801 Bremo Road,Richmond,VA,23226,1,HSI00000125,Bon Secours Health System,Marriottsville,MD,100.0,1326.0,0.9667,3.8177,3.9492,50.0,144.0,0.9051,12.7606,14.0988,16.0,309.0,0.9851,15.1637,15.3935,46.0,796.0,0.9159,19.682,21.4887,151.0,366.0,1.0031,19.5973,19.536,72.0,684.0,0.9646,15.2766,15.8378,102.0,1,Henrico,-77.513063,37.584469,0.9667,0.9709,1.00585,0.9475,1.0346,0.9825
CHSP00006100,493025,Sheltering Arms Hospital,8254 Atlee Road,Mechanicsville,VA,23116,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hanover,-77.388025,37.629488,,,,,,
CHSP00002822,49010F,Hunter Holmes Mcguire Veterans Affairs Medical Center-Richmond,1201 Broad Rock Boulevard,Richmond,VA,23249,0,,,,,99.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Richmond,-77.47035,37.497622,,,,,,
CHSP00000939,490024,Carilion Medical Center,1906 Belleview Avenue Southeast,Roanoke,VA,24014,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,1607.0,0.7592,3.0514,4.0193,44.0,299.0,0.8623,10.5026,12.1797,28.0,905.0,0.9711,14.6603,15.097,131.0,1705.0,0.9753,21.68,22.229,368.0,660.0,0.9943,20.8353,20.9548,137.0,1078.0,1.0805,18.3227,16.9571,203.0,1,Roanoke,-79.942434,37.252002,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00005801,49011F,Salem Veterans Affairs Medical Center,1970 Roanoke Boulevard,Salem,VA,24153,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Roanoke,-80.01909,37.27458,,,,,,
CHSP00000936,490089,Carilion Franklin Memorial Hospital,180 Floyd Avenue,Rocky Mount,VA,24151,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,,,,,,,,,,,,,,,,162.0,0.9742,19.5425,20.0599,30.0,121.0,0.9704,16.9817,17.5001,18.0,230.0,1.0127,14.8466,14.6602,35.0,1,Franklin,-79.890462,36.994459,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00006045,490013,Halifax Regional Hospital,2204 Wilborn Avenue,South Boston,VA,24592,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,241.0,1.1166,4.5495,4.0746,13.0,,,,,,,,,,,344.0,0.9852,20.0441,20.3455,68.0,386.0,0.9542,17.6128,18.4585,64.0,330.0,0.9517,14.9581,15.7172,46.0,1,Halifax,-78.912962,36.712953,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00007378,490098,Community Memorial Hospital,125 Buena Vista Circle,South Hill,VA,23970,1,HSI00001213,VCU Health System,Richmond,VA,100.0,,,,,,,,,,,,,,,,322.0,0.9884,21.6661,21.9204,69.0,229.0,0.9833,16.7711,17.0553,37.0,293.0,1.0023,16.3284,16.2911,48.0,1,Mecklenburg,-78.132907,36.73401,,0.9365,0.8459,1.009,0.97905,1.01885
CHSP00001340,000000,Commonwealth Center For Children And Adolescents,1355 Richmond Road,Staunton,VA,24401,0,,,,,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Augusta,-79.035044,38.132046,,,,,,
CHSP00007688,494021,Western State Hospital,103 Valley Center Drive,Staunton,VA,24401,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Augusta,-79.030461,38.143734,,,,,,
CHSP00006051,490119,Sentara Princess Anne Hospital,2025 Glenn Mitchell Drive,Virginia Beach,VA,23456,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,,,,,,,,,,,95.0,0.9999,15.7931,15.7941,15.0,834.0,0.9428,20.6016,21.8508,168.0,413.0,1.0456,21.0726,20.1535,91.0,727.0,0.9965,16.8147,16.8732,122.0,1,Virginia Beach,-76.097984,36.775639,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00006050,490044,Sentara Obici Hospital,2800 Godwin Boulevard,Suffolk,VA,23434,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,369.0,1.0272,4.471,4.3524,17.0,,,,,,93.0,0.9989,17.2704,17.2887,16.0,848.0,1.0293,22.3,21.6651,191.0,388.0,0.9589,18.7181,19.5196,69.0,500.0,0.9508,15.6986,16.5113,75.0,1,Suffolk,-76.580235,36.774117,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00005550,490084,Riverside Tappahannock Hospital,618 Hospital Road,Tappahannock,VA,22560,1,HSI00000883,Riverside Health System,Newport News,VA,100.0,,,,,,,,,,,,,,,,172.0,0.9573,19.6509,20.5285,31.0,113.0,1.0161,18.2606,17.9705,22.0,188.0,0.956,14.9291,15.6168,25.0,1,Essex,-76.879942,37.90184,,1.0388,1.00825,0.9897,0.99655,0.9888
CHSP00006053,490057,Sentara Va. Beach General Hospital,1060 First Colonial Road,Virginia Beach,VA,23454,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,530.0,1.0509,4.1667,3.965,23.0,,,,,,336.0,1.1334,16.8896,14.9017,64.0,1130.0,0.9997,21.1521,21.1582,239.0,542.0,1.0646,20.7544,19.4943,118.0,818.0,1.0113,17.1404,16.9485,141.0,1,Virginia Beach,-76.028332,36.86402,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00001959,490023,Fauquier Hospital,500 Hospital Drive,Warrenton,VA,20186,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,358.0,1.2993,4.7971,3.6921,22.0,,,,,,,,,,,293.0,1.0739,21.2886,19.8231,67.0,212.0,0.9734,17.1238,17.5925,34.0,504.0,1.0343,15.0225,14.5246,78.0,1,Fauquier,-77.808296,38.71167,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00000943,490117,Carilion Tazewell Community Hospital,141 Ben Bolt Avenue,Tazewell,VA,24651,1,HSI00000170,Carilion Clinic,Roanoke,VA,100.0,,,,,,,,,,,,,,,,43.0,1.0315,20.948,20.3088,11.0,112.0,0.9606,19.1991,19.9857,18.0,75.0,1.0501,18.058,17.197,17.0,1,Tazewell,-81.490005,37.125784,0.7592,0.8623,0.9879,0.97475,0.98235,1.0314
CHSP00001792,490109,Eastern State Hospital,4601 Ironbound Road,Williamsburg,VA,23188,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,James City,-76.746343,37.2915,,,,,,
CHSP00006054,490066,Sentara Williamsburg Regional Medica,100 Sentara Circle,Williamsburg,VA,23188,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,815.0,0.8769,3.4862,3.9754,26.0,,,,,,155.0,1.0583,14.7191,13.9077,26.0,612.0,0.9352,19.6553,21.0174,116.0,360.0,0.9522,18.6759,19.6125,63.0,599.0,0.905,13.644,15.0757,75.0,1,York,-76.742297,37.335324,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00007767,490005,Winchester Medical Center,1840 Amherst Street,Winchester,VA,22601,1,HSI00001217,Valley Health System,Winchester,VA,100.0,1089.0,0.9968,4.0458,4.0587,44.0,174.0,0.8247,10.5954,12.8477,14.0,762.0,0.8729,13.2065,15.1303,93.0,1789.0,0.9972,21.3069,21.3658,381.0,1179.0,1.075,20.1608,18.7538,244.0,1240.0,1.0026,16.2757,16.2332,202.0,1,Frederick,-78.192589,39.19545,0.9968,0.8247,0.8729,0.96695,1.05675,0.99485
CHSP00006049,490113,Sentara Northern Virginia Med Ctr,2300 Opitz Boulevard,Woodbridge,VA,22191,1,HSI00000972,Sentara Healthcare,Norfolk,VA,100.0,289.0,1.1129,4.5071,4.0499,15.0,,,,,,142.0,1.0173,16.1971,15.9217,24.0,670.0,0.9505,20.9421,22.0318,137.0,365.0,1.0193,19.0,18.6406,71.0,453.0,1.0151,17.2054,16.9498,79.0,1,Prince William,-77.286326,38.63718,1.0509,1.0641500000000002,0.9989,0.95085,1.0065499999999998,1.0038
CHSP00006102,491305,Shenandoah Memorial Hospital,759 South Main Street,Woodstock,VA,22664,1,HSI00001217,Valley Health System,Winchester,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Shenandoah,-78.513839,38.871661,0.9968,0.8247,0.8729,0.96695,1.05675,0.99485
CHSP00002481,000000,Hallmark Youthcare - Richmond,12800 West Creek Parkway,Richmond,VA,23238,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Goochland,-77.667163,37.610392,,,,,,
CHSP00007832,490111,Wythe County Community Hospital,600 West Ridge Road,Wytheville,VA,24382,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,166.0,1.2713,5.1333,4.0378,13.0,,,,,,,,,,,201.0,0.9539,20.929,21.9394,39.0,133.0,1.0631,20.0345,18.8446,32.0,236.0,0.9827,15.7639,16.0413,36.0,1,Wythe,-81.096755,36.953,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00007341,490009,University Of Virginia Medical Cente,1215 Lee Street,Charlottesville,VA,22908,1,HSI00001186,University of Virginia Health System,Charlottesville,VA,100.0,905.0,0.8408,3.3342,3.9655,27.0,314.0,0.8453,11.1162,13.1508,31.0,446.0,1.0518,15.9428,15.1579,74.0,944.0,0.9927,22.5086,22.673,212.0,311.0,0.9876,20.29,20.5437,62.0,594.0,0.9649,16.2426,16.8333,94.0,1,Charlottesville,-78.499096,38.032076,0.8408,0.8453,1.0518,0.9927,0.9876,0.9649
CHSP00001707,494023,Dominion Hospital,2960 Sleepy Hollow Road,Falls Church,VA,22044,0,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fairfax,-77.157963,38.869738,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00008071,490104,Hiram W Davis Medical Center - Ms,26317 West Washington Street,Petersburg,VA,23803,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dinwiddie,-77.450139,37.216038,,,,,,
CHSP00007200,492011,Uva Transitional Care Hospital,2965 Ivy Rd (250 West),Charlottesville,VA,22903,0,HSI00001186,University of Virginia Health System,Charlottesville,VA,98.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Albemarle,-78.549797,38.050856,0.8408,0.8453,1.0518,0.9927,0.9876,0.9649
CHSP00006948,494032,The Pavilion At Williamsburg Place,5483 Mooretown Road,Williamsburg,VA,23188,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,York,-76.730746,37.315398,,,,,,
CHSP00002376,513028,Healthsouth Rehabilitation Hospital,6900 West Country Club Drive,Huntington,WV,25705,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cabell,-82.338207,38.418642,,,,,,
CHSP00002379,513030,Healthsouth Mountain View Regional R,1160 Van Voorhis Road,Morgantown,WV,26505,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monongalia,-79.963361,39.656752,,,,,,
CHSP00005370,510070,Raleigh General Hospital,1710 Harper Road,Beckley,WV,25801,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,353.0,1.0967,19.9342,18.177,76.0,495.0,1.1285,27.9902,24.8032,147.0,498.0,1.0046,21.203,21.1062,106.0,741.0,1.038,19.8757,19.1478,150.0,1,Raleigh,-81.203164,37.787353,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
