health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm,sys_hq_city_lon,sys_hq_city_lat,sys_ownership_cat_hcris
HSI00000171,Caromont Health System,Gastonia,NC,1,0,18192623.0,,244,74.0,73.0,46.0,64.0,1,1,1.0,1,370.0,22650.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,H4235,218.0,1,166,0,0,-81.18702,35.26221,Nonprofit
HSI00000172,CarolinaEast Health System,New Bern,NC,1,0,18299970.0,,134,51.0,20.0,24.0,19.0,1,1,0.0,1,281.0,12502.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-77.04151,35.10847,Public/government
HSI00000173,Atrium Health,Charlotte,NC,1,1,17773788.0,705.0,3686,1509.0,970.0,632.0,738.0,23,22,10.0,3,4171.0,204058.0,374.31,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,H1533,99.0,1,2188,0,0,-80.83796,35.22286,Public/government
HSI00000178,Carson Tahoe Health,Carson City,NV,1,0,18211927.0,,121,43.0,38.0,21.0,27.0,3,1,0.0,1,175.0,10759.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,9,14,0,-119.76697,39.16506,Nonprofit
HSI00000182,Catawba Valley Medical Center,Hickory,NC,1,0,18163979.0,,81,38.0,30.0,24.0,22.0,1,1,0.0,1,200.0,11156.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,40,0,0,-81.3356,35.73491,Public/government
HSI00000183,Catholic Health Initiatives,Englewood,CO,1,1,17773932.0,92.0,5965,2176.0,1974.0,847.0,1382.0,112,102,28.0,3,11026.0,520337.0,934.46,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,H3765; H6947; H7195; H9208; H9302,25990.0,1,3271,11,157,-104.9935,39.65465,Church-operated
HSI00000186,Catholic Health Services of Long Island,Rockville Centre,NY,1,1,17991358.0,233.0,784,201.0,189.0,304.0,85.0,7,7,4.0,1,1936.0,86463.0,95.82,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,316,9,0,-73.64547,40.65931,Church-operated
HSI00000188,Catholic Medical Center,Manchester,NH,1,0,17773465.0,,156,66.0,68.0,37.0,28.0,1,1,0.0,1,231.0,10953.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,120,0,0,-71.4631,42.9912,Nonprofit
HSI00000189,Cayuga Medical Center,Ithaca,NY,1,1,18293435.0,991.0,114,31.0,33.0,34.0,31.0,2,2,0.0,1,169.0,5897.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,107,0,0,-76.49546,42.44051,Nonprofit
HSI00000190,Cedars-Sinai Health System,West Hollywood,CA,1,1,17773789.0,984.0,1841,468.0,166.0,79.0,128.0,3,3,1.0,1,1593.0,86112.0,353.96,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,650,7,0,-118.37053,34.09069,Nonprofit
HSI00000192,Centra Health,Lynchburg,VA,1,1,17846198.0,2265.0,367,134.0,142.0,60.0,51.0,5,4,5.0,1,555.0,28919.0,19.76,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,H1659; H8096,5281.0,1,321,14,0,-79.143,37.4142,Nonprofit
HSI00000193,CentraCare Health System,Saint Cloud,MN,1,1,17773466.0,184.0,529,223.0,168.0,89.0,72.0,7,7,7.0,1,634.0,34194.0,9.62,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,377,0,0,-94.19752,45.56586,Nonprofit
HSI00000194,Centrastate Healthcare System,Freehold,NJ,1,0,18200526.0,,148,62.0,24.0,10.0,23.0,1,1,2.0,1,241.0,12381.0,17.54,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,1,24,0,13,-74.2758,40.25901,Nonprofit
HSI00000195,Central Florida Health Alliance,Leesburg,FL,1,1,18242931.0,856.0,54,11.0,17.0,4.0,15.0,2,2,0.0,1,564.0,27469.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.87728,28.8111,Nonprofit
HSI00000197,Central Maine Healthcare Corporation,Lewiston,ME,1,1,17990313.0,1007.0,285,128.0,102.0,40.0,46.0,3,3,1.0,1,278.0,11264.0,18.34,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,194,0,0,-70.21834,44.09856,Nonprofit
HSI00000203,Erlanger Health System,Chattanooga,TN,1,1,17773636.0,525.0,464,161.0,160.0,41.0,58.0,4,4,1.0,2,724.0,41076.0,171.34,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,1,266,0,21,-85.30947,35.04672,Public/government
HSI00000205,Chesapeake Regional Medical Center,Chesapeake,VA,1,0,18230771.0,,101,21.0,29.0,28.0,9.0,1,1,0.0,1,310.0,14963.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-76.24779,36.71428,Nonprofit
HSI00000206,Cheyenne Regional,Cheyenne,WY,1,0,18379122.0,,156,46.0,28.0,13.0,17.0,2,1,1.0,1,170.0,8495.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H4000,130.0,0,0,0,0,-104.82154,41.13481,Public/government
HSI00000207,Children's Minnesota,Minneapolis,MN,1,0,23066757.0,,196,64.0,176.0,8.0,23.0,2,2,0.0,1,381.0,15496.0,51.91,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-93.26494,44.97902,Nonprofit
HSI00000208,Childrens Health,Dallas,TX,1,1,17773791.0,1039.0,463,193.0,236.0,81.0,38.0,3,3,0.0,1,489.0,14528.0,106.57,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,,,0,0,0,0,-96.79512,32.77822,Nonprofit
HSI00000209,Childrens Healthcare of Atlanta,Atlanta,GA,1,0,17773933.0,,673,224.0,114.0,47.0,79.0,2,2,0.0,1,593.0,25945.0,185.8,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,,0,0,0,0,-84.39111,33.74831,Nonprofit
HSI00000210,Childrens Hospital Los Angeles,Los Angeles,CA,1,0,18295190.0,,681,237.0,146.0,23.0,25.0,1,1,0.0,1,374.0,17081.0,221.62,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-118.2455,34.05361,Nonprofit
HSI00000211,Childrens Hospital Medical Center of Akron,Akron,OH,1,0,18289807.0,,303,171.0,167.0,13.0,73.0,1,1,0.0,1,401.0,10233.0,120.16,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.51431,41.08431,Nonprofit
HSI00000212,Childrens Hospital and Health System,Wauwatosa,WI,1,1,18198805.0,407.0,682,325.0,170.0,42.0,44.0,2,2,0.0,1,340.0,9793.0,189.95,0.0,2,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,0,0,0,0,-88.00844,43.06075,For-profit/investor
HSI00000213,Childrens Hospital and Medical Center,Omaha,NE,1,0,18294781.0,,240,102.0,101.0,27.0,28.0,1,1,0.0,1,140.0,4768.0,40.07,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-95.94026,41.26068,Nonprofit
HSI00000214,CHOC Childrens,Orange,CA,1,0,18235913.0,,697,512.0,47.0,2.0,27.0,2,2,0.0,1,388.0,14331.0,93.96,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-117.85071,33.78787,Nonprofit
HSI00000215,Childrens Hospital of the Kings Daughters,Norfolk,VA,1,0,18248841.0,,420,250.0,89.0,37.0,51.0,1,1,0.0,1,198.0,5171.0,91.85,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-76.28514,36.84686,Nonprofit
HSI00000216,Children National Hospital,Washington,DC,1,0,17990280.0,,928,378.0,173.0,55.0,32.0,1,1,0.0,1,323.0,15332.0,321.63,0.0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-77.03196,38.89037,Nonprofit
HSI00000217,Childrens of Alabama,Birmingham,AL,1,0,18283545.0,,382,185.0,59.0,0.0,25.0,1,1,0.0,1,339.0,15548.0,122.9,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-86.81176,33.52068,Nonprofit
HSI00000218,Christiana Care Health System,Wilmington,DE,1,1,17774086.0,131.0,774,266.0,253.0,130.0,130.0,1,1,0.0,1,1061.0,50919.0,243.57,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,1,524,0,0,-75.55084,39.74023,Nonprofit
HSI00000224,Cincinnati Childrens Hospital Medical Center,Cincinnati,OH,1,0,18290105.0,,1052,338.0,418.0,22.0,20.0,1,1,0.0,1,602.0,18557.0,373.68,0.0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-84.45689,39.162,Nonprofit
HSI00000225,Citizens Memorial Healthcare,Bolivar,MO,1,0,18294931.0,,72,30.0,25.0,15.0,40.0,1,1,6.0,1,52.0,2972.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-93.41196,37.61449,Public/government
HSI00000226,Citrus Valley Health Partners,Covina,CA,1,1,17773304.0,101.0,98,14.0,9.0,20.0,9.0,3,3,1.0,1,586.0,29569.0,5.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,0,4,0,-117.88991,34.08743,Nonprofit
HSI00000229,Olympic Medical Center,Port Angeles,WA,1,0,18378192.0,,96,34.0,25.0,24.0,19.0,1,1,0.0,1,78.0,4155.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-123.4313,48.11872,Public/government
HSI00000231,Coastal Carolinas Health Alliance,Wilmington,NC,1,0,17855688.0,,256,103.0,71.0,39.0,30.0,3,3,1.0,1,360.0,18460.0,59.81,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-77.946,34.23497,Nonprofit
HSI00000235,Colquitt Regional Medical Center,Moultrie,GA,1,0,18289883.0,,52,25.0,16.0,6.0,12.0,1,1,0.0,1,94.0,4491.0,3.21,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-83.78883,31.18043,Public/government
HSI00000236,Columbia Memorial Health,Hudson,NY,1,0,18381414.0,,87,37.0,23.0,27.0,25.0,1,1,0.0,1,94.0,4489.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,22,-73.79143,42.25282,Nonprofit
HSI00000240,Columbus Regional Health,Columbus,IN,1,0,18381333.0,,123,46.0,47.0,10.0,36.0,1,1,0.0,1,214.0,8865.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,87,0,0,-85.91868,39.2015,Public/government
HSI00000242,Comanche County Memorial Hospital,Lawton,OK,1,0,18198812.0,,111,40.0,32.0,7.0,16.0,1,1,1.0,1,189.0,8865.0,25.47,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,83,0,0,-98.38992,34.60518,Public/government
HSI00000244,Commonwealth Health Corporation,Bowling Green,KY,1,1,17817688.0,520.0,163,73.0,37.0,4.0,29.0,6,5,55.0,1,421.0,17815.0,19.88,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,0,0,0,0,-86.44558,36.99462,Public/government
HSI00000246,Community Foundation of Northwest Indiana,Munster,IN,1,1,17847667.0,249.0,359,106.0,122.0,13.0,112.0,3,3,1.0,1,755.0,33501.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,207,0,0,-87.50443,41.56066,Nonprofit
HSI00000248,Community Health Network,Indianapolis,IN,1,1,17773632.0,401.0,914,336.0,365.0,108.0,245.0,8,5,3.0,1,1004.0,55465.0,52.6,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,568,0,0,-86.15012,39.76691,Nonprofit
HSI00000249,Community Health Systems,Franklin,TN,1,1,17773305.0,80.0,4817,1836.0,1341.0,422.0,1264.0,118,114,19.0,3,15023.0,599111.0,313.85,1.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1,1581,2,0,-86.87047,35.92448,For-profit/investor
HSI00000251,Community Hospital Corporation,Plano,TX,1,1,18386637.0,384.0,146,55.0,58.0,15.0,9.0,22,11,0.0,3,733.0,24246.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-96.69925,33.02079,Nonprofit
HSI00000254,Community Medical Center,Missoula,MT,1,0,18294895.0,,74,35.0,30.0,9.0,20.0,1,1,0.0,1,141.0,4668.0,4.83,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,0,0,9,-113.99625,46.87278,For-profit/investor
HSI00000255,Community Memorial Health System,Ventura,CA,1,1,18386550.0,990.0,224,84.0,20.0,15.0,22.0,2,2,1.0,1,226.0,12504.0,54.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,80,0,0,-119.29232,34.28082,Nonprofit
HSI00000258,Community Memorial Hospital Association,Cloquet,MN,1,0,18290096.0,,54,23.0,14.0,7.0,1.0,2,2,1.0,2,152.0,9735.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,22,0,0,-92.48043,46.7143,Nonprofit
HSI00000260,Methodist Hospital,Henderson,KY,1,0,18158074.0,,68,33.0,28.0,5.0,20.0,2,2,0.0,1,143.0,4708.0,7.35,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,11,0,0,-87.59703,37.8299,Nonprofit
HSI00000263,Cone Health,Greensboro,NC,1,1,17773648.0,950.0,559,215.0,145.0,103.0,98.0,2,2,2.0,1,939.0,54962.0,51.86,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,H9808,14664.0,1,315,0,0,-79.79503,36.06908,Nonprofit
HSI00000266,Confluence Health,Wenatchee,WA,1,0,18379550.0,,366,135.0,69.0,90.0,30.0,2,2,0.0,1,187.0,11655.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-120.30522,47.41494,Nonprofit
HSI00000268,Connecticut Children's Health System,Hartford,CT,1,0,22240668.0,,321,96.0,91.0,29.0,9.0,1,1,0.0,1,187.0,6135.0,88.27,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-72.67394,41.76375,Nonprofit
HSI00000270,Contra Costa Health Services,Martinez,CA,1,0,18388027.0,,378,268.0,53.0,1.0,16.0,1,1,0.0,1,124.0,6574.0,35.99,0.0,0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,H0502,418.0,0,0,0,0,-122.13494,38.01393,Public/government
HSI00000271,Conway Medical Center,Conway,SC,1,0,18387494.0,,100,30.0,29.0,10.0,20.0,1,1,1.0,1,166.0,8891.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-79.05041,33.8347,Nonprofit
HSI00000272,Conway Regional Health System,Conway,AR,1,0,18187898.0,,67,24.0,25.0,4.0,26.0,2,1,0.0,1,139.0,7443.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,57,0,0,-92.43969,35.09098,Nonprofit
HSI00000273,Cook Childrens Health Care System,Fort Worth,TX,1,0,18192710.0,,445,208.0,108.0,42.0,75.0,2,2,0.0,1,375.0,11267.0,11.55,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,0,0,0,0,-97.33086,32.75095,Nonprofit
HSI00000274,Cook County Health and Hospital System,Chicago,IL,1,1,17774089.0,16.0,616,216.0,48.0,31.0,49.0,2,2,0.0,1,473.0,19664.0,504.95,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-87.63245,41.88425,Public/government
HSI00000275,Cookeville Regional Health System,Cookeville,TN,1,0,18405486.0,,105,36.0,52.0,13.0,20.0,1,1,0.0,1,223.0,13075.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,-85.4998,36.16193,Public/government
HSI00000283,Cottage Health System,Santa Barbara,CA,1,1,17773307.0,103.0,131,22.0,8.0,2.0,18.0,4,3,0.0,1,364.0,18445.0,56.68,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-119.69905,34.41938,Nonprofit
HSI00000286,Covenant Health,Knoxville,TN,1,1,17773793.0,123.0,439,144.0,135.0,72.0,114.0,10,9,3.0,1,1245.0,71349.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-83.92103,35.96068,Nonprofit
HSI00000287,Covenant Health Systems,Tewksbury,MA,1,1,17773634.0,5885.0,281,134.0,106.0,42.0,56.0,3,3,18.0,2,436.0,13430.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,138,19,0,-71.23265,42.61159,Church-operated
HSI00000288,Covenant HealthCare,Saginaw,MI,1,0,18184080.0,,275,139.0,51.0,16.0,67.0,1,1,1.0,1,455.0,26605.0,62.4,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,191,10,15,-83.94652,43.4194,Church-operated
HSI00000289,Covenant Ministries of Benevolence,Chicago,IL,1,0,18158511.0,,245,112.0,27.0,17.0,27.0,1,1,15.0,1,226.0,10968.0,50.24,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2,0,0,-87.63245,41.88425,Church-operated
HSI00000290,Cox Health,Springfield,MO,1,1,17774090.0,179.0,897,215.0,189.0,79.0,106.0,5,4,0.0,1,749.0,38845.0,24.22,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1,345,0,0,-93.29159,37.20897,Nonprofit
HSI00000295,Curae Health,Clinton,TN,1,1,18391096.0,960.0,54,20.0,20.0,0.0,6.0,5,5,0.0,2,519.0,11215.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0,0,0,0,-84.1331,36.10072,For-profit/investor
HSI00000297,DCH Health System,Tuscaloosa,AL,1,1,17774091.0,1825.0,63,18.0,21.0,2.0,8.0,3,3,1.0,1,543.0,33057.0,47.73,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-87.56625,33.21042,Public/government
HSI00000298,Parkland Health and Hospital System,Dallas,TX,1,0,17773820.0,,418,179.0,380.0,88.0,45.0,1,1,0.0,1,769.0,51542.0,601.69,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-96.79512,32.77822,Public/government
HSI00000299,Dartmouth-Hitchcock,Lebanon,NH,1,0,18158633.0,,1584,474.0,484.0,202.0,97.0,8,8,0.0,2,636.0,28991.0,341.55,0.0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,711,0,0,-72.2538,43.64508,Nonprofit
HSI00000301,Day Kimball Healthcare,Putnam,CT,1,0,18288438.0,,62,30.0,15.0,6.0,20.0,1,1,0.0,1,104.0,3470.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-71.90959,41.91616,Nonprofit
HSI00000302,Dayton Childrens,Dayton,OH,1,0,18290283.0,,220,78.0,93.0,15.0,14.0,1,1,0.0,1,177.0,4723.0,60.13,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-84.19381,39.7592,Nonprofit
HSI00000305,Deaconess Health System,Evansville,IN,1,1,18153031.0,313.0,408,174.0,198.0,14.0,55.0,5,3,1.0,1,566.0,30515.0,20.7,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,1,76,0,0,-87.56405,37.97708,Nonprofit
HSI00000307,Denver Health,Denver,CO,1,0,17837665.0,,454,203.0,116.0,97.0,53.0,1,1,0.0,1,381.0,17824.0,207.37,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,H5608,4602.0,0,0,0,0,-104.99202,39.74001,Public/government
HSI00000314,Dignity Health,San Francisco,CA,1,1,17773302.0,5205.0,8553,2656.0,645.0,613.0,504.0,39,35,4.0,3,7288.0,373932.0,423.32,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,1,732,0,0,-122.41964,37.77712,Church-operated
HSI00000318,Doctors Hospital at Renaissance,Edinburg,TX,1,0,18292548.0,,152,68.0,21.0,13.0,20.0,1,1,0.0,1,394.0,25803.0,47.72,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-98.16081,26.30118,For-profit/investor
HSI00000320,Doylestown Hospital,Doylestown,PA,1,0,18358111.0,,128,36.0,28.0,15.0,23.0,1,1,1.0,1,217.0,13602.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,75,0,0,-75.13151,40.31016,Nonprofit
HSI00000321,Driscoll Childrens Hospital,Corpus Christi,TX,1,0,18138737.0,,121,28.0,43.0,3.0,12.0,1,1,0.0,1,162.0,3606.0,47.5,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-97.40374,27.79641,Nonprofit
HSI00000323,Duke University Health System,Durham,NC,1,1,17773795.0,190.0,2158,566.0,428.0,329.0,293.0,4,4,0.0,1,1552.0,71502.0,692.18,0.0,0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,1766,0,0,-78.89644,35.99542,Nonprofit
HSI00000325,East Alabama Medical Center,Opelika,AL,1,0,18353081.0,,86,26.0,36.0,4.0,22.0,2,2,3.0,1,383.0,16897.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,5,0,-85.38065,32.6505,Nonprofit
HSI00000326,East Jefferson General Hospital,Metairie,LA,1,0,18292324.0,,175,51.0,7.0,0.0,28.0,1,1,1.0,1,339.0,13265.0,32.12,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-90.13149,29.98842,Public/government
HSI00000327,East Tennessee Childrens Hospital Association,Knoxville,TN,1,0,18291032.0,,139,91.0,71.0,8.0,36.0,1,1,0.0,1,,,,,2,,,,,,,0.0,,,,,,0,0,0,0,-83.92103,35.96068,Nonprofit
HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME,1,1,17773471.0,555.0,866,343.0,261.0,186.0,116.0,14,13,4.0,1,748.0,38022.0,25.22,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1,654,0,0,-68.76433,44.79559,Nonprofit
HSI00000334,Edward Elmhurst Healthcare,Naperville,IL,1,1,18073201.0,926.0,556,188.0,125.0,48.0,88.0,3,2,1.0,1,580.0,40291.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,368,11,0,-88.15302,41.77083,Nonprofit
HSI00000335,Eisenhower Medical Center,Rancho Mirage,CA,1,0,17829261.0,,379,155.0,41.0,39.0,46.0,1,1,0.0,1,370.0,20190.0,76.75,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,13,0,0,-116.44724,33.77208,Nonprofit
HSI00000336,El Camino Hospital,Mountain View,CA,1,0,18200151.0,,157,42.0,11.0,11.0,12.0,2,2,0.0,1,388.0,22741.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,-122.0816,37.38967,Public/government
HSI00000338,Elliot Health System,Manchester,NH,1,0,17773940.0,,243,98.0,78.0,41.0,53.0,1,1,0.0,1,199.0,11833.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,184,0,0,-71.4631,42.9912,Nonprofit
HSI00000339,Ellis Medicine,Schenectady,NY,1,0,18261961.0,,226,81.0,33.0,72.0,38.0,2,2,1.0,1,350.0,17294.0,34.13,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,115,0,20,-73.94122,42.81238,Nonprofit
HSI00000340,Emerson Hospital Health System,Concord,MA,1,0,18399560.0,,145,42.0,40.0,12.0,36.0,1,1,1.0,1,111.0,5576.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,90,0,0,-71.34905,42.46101,Nonprofit
HSI00000342,Emory Healthcare,Atlanta,GA,1,1,17773473.0,256.0,3801,710.0,406.0,278.0,262.0,8,6,1.0,1,1926.0,96220.0,485.84,0.0,0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,2,0,0,-84.39111,33.74831,Nonprofit
HSI00000345,Enloe Medical Center,Chico,CA,1,0,18200525.0,,129,21.0,31.0,22.0,17.0,1,1,0.0,1,298.0,17620.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-121.84198,39.732,Nonprofit
HSI00000346,Ephraim Mcdowell Health,Danville,KY,1,1,17997795.0,959.0,62,17.0,46.0,5.0,24.0,3,3,1.0,1,220.0,7959.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,1,5,0,0,-84.77515,37.64599,For-profit/investor
